type,gene_id,gene_type,gene_name
gene,ENSG00000215695,protein_coding,RSC1A1
gene,ENSG00000271742,lncRNA,ENSG00000271742
gene,ENSG00000116786,protein_coding,PLEKHM2
gene,ENSG00000237938,lncRNA,ENSG00000237938
gene,ENSG00000162461,protein_coding,SLC25A34
gene,ENSG00000224459,lncRNA,SLC25A34-AS1
gene,ENSG00000162460,protein_coding,TMEM82
gene,ENSG00000162458,protein_coding,FBLIM1
gene,ENSG00000224321,processed_pseudogene,RPL12P14
gene,ENSG00000233954,protein_coding,UQCRHL
gene,ENSG00000178715,processed_pseudogene,ENSG00000178715
gene,ENSG00000179743,lncRNA,SPEN-AS1
gene,ENSG00000065526,protein_coding,SPEN
gene,ENSG00000270620,unprocessed_pseudogene,ENSG00000270620
gene,ENSG00000116809,protein_coding,ZBTB17
gene,ENSG00000234607,processed_pseudogene,ENSG00000234607
gene,ENSG00000231353,unprocessed_pseudogene,ENSG00000231353
gene,ENSG00000275503,processed_pseudogene,ENSG00000275503
gene,ENSG00000224966,unprocessed_pseudogene,TBC1D3P6
gene,ENSG00000183888,protein_coding,SRARP
gene,ENSG00000233078,lncRNA,ENSG00000233078
gene,ENSG00000173641,protein_coding,HSPB7
gene,ENSG00000186510,protein_coding,CLCNKA
gene,ENSG00000232456,unprocessed_pseudogene,FAM131C2P
gene,ENSG00000184908,protein_coding,CLCNKB
gene,ENSG00000185519,protein_coding,FAM131C
gene,ENSG00000142627,protein_coding,EPHA2
gene,ENSG00000227959,lncRNA,EPHA2-AS1
gene,ENSG00000224621,lncRNA,ENSG00000224621
gene,ENSG00000234166,lncRNA,ARHGEF19-AS1
gene,ENSG00000142632,protein_coding,ARHGEF19
gene,ENSG00000291077,lncRNA,ENSG00000291077
gene,ENSG00000237276,transcribed_unprocessed_pseudogene,ANO7L1
gene,ENSG00000288398,lncRNA,ENSG00000288398
gene,ENSG00000132881,protein_coding,CPLANE2
gene,ENSG00000233929,processed_pseudogene,MT1XP1
gene,ENSG00000037637,protein_coding,FBXO42
gene,ENSG00000055070,protein_coding,SZRD1
gene,ENSG00000226457,processed_pseudogene,RPL22P3
gene,ENSG00000187144,protein_coding,SPATA21
gene,ENSG00000157191,protein_coding,NECAP2
gene,ENSG00000226029,lncRNA,LINC01772
gene,ENSG00000290842,lncRNA,CROCCP3
gene,ENSG00000206652,snRNA,RNU1-1
gene,ENSG00000261135,lncRNA,ENSG00000261135
gene,ENSG00000285853,lncRNA,ENSG00000285853
gene,ENSG00000224174,lncRNA,ENSG00000224174
gene,ENSG00000233421,lncRNA,LINC01783
gene,ENSG00000277344,snRNA,RNU1-6P
gene,ENSG00000225710,unprocessed_pseudogene,PDE4DIPP8
gene,ENSG00000219481,protein_coding,NBPF1
gene,ENSG00000271732,lncRNA,ENSG00000271732
gene,ENSG00000291072,lncRNA,CROCCP2
gene,ENSG00000283773,transcribed_unprocessed_pseudogene,ENSG00000283773
gene,ENSG00000186301,unprocessed_pseudogene,MST1P2
gene,ENSG00000282143,lncRNA,ENSG00000282143
gene,ENSG00000207513,snRNA,RNU1-3
gene,ENSG00000280114,unprocessed_pseudogene,ENSG00000280114
gene,ENSG00000236698,processed_pseudogene,EIF1AXP1
gene,ENSG00000290849,lncRNA,ENSG00000290849
gene,ENSG00000268869,transcribed_unprocessed_pseudogene,ESPNP
gene,ENSG00000279151,lncRNA,ENSG00000279151
gene,ENSG00000282740,lncRNA,ENSG00000282740
gene,ENSG00000058453,protein_coding,CROCC
gene,ENSG00000290850,lncRNA,ENSG00000290850
gene,ENSG00000207389,snRNA,RNU1-4
gene,ENSG00000227684,transcribed_unprocessed_pseudogene,CROCCP4
gene,ENSG00000290851,lncRNA,ENSG00000290851
gene,ENSG00000186715,transcribed_unprocessed_pseudogene,MST1L
gene,ENSG00000223643,lncRNA,ENSG00000223643
gene,ENSG00000230239,unprocessed_pseudogene,PDE4DIPP9
gene,ENSG00000263811,miRNA,MIR3675
gene,ENSG00000228549,lncRNA,ENSG00000228549
gene,ENSG00000277234,snRNA,RNU1-5P
gene,ENSG00000238142,lncRNA,ENSG00000238142
gene,ENSG00000235241,processed_pseudogene,ENSG00000235241
gene,ENSG00000207005,snRNA,RNU1-2
gene,ENSG00000272426,lncRNA,ENSG00000272426
gene,ENSG00000290122,lncRNA,ENSG00000290122
gene,ENSG00000117122,protein_coding,MFAP2
gene,ENSG00000286898,lncRNA,ENSG00000286898
gene,ENSG00000226526,lncRNA,ENSG00000226526
gene,ENSG00000159363,protein_coding,ATP13A2
gene,ENSG00000288636,protein_coding,ENSG00000288636
gene,ENSG00000117118,protein_coding,SDHB
gene,ENSG00000117115,protein_coding,PADI2
gene,ENSG00000204362,lncRNA,LINC02783
gene,ENSG00000282843,lncRNA,ENSG00000282843
gene,ENSG00000142623,protein_coding,PADI1
gene,ENSG00000142619,protein_coding,PADI3
gene,ENSG00000266634,miRNA,MIR3972
gene,ENSG00000159339,protein_coding,PADI4
gene,ENSG00000276747,protein_coding,PADI6
gene,ENSG00000227751,lncRNA,RCC2-AS1
gene,ENSG00000179051,protein_coding,RCC2
gene,ENSG00000290096,lncRNA,ENSG00000290096
gene,ENSG00000074964,protein_coding,ARHGEF10L
gene,ENSG00000236648,lncRNA,LINC02810
gene,ENSG00000117148,protein_coding,ACTL8
gene,ENSG00000284653,lncRNA,ENSG00000284653
gene,ENSG00000261781,lncRNA,LINC01654
gene,ENSG00000117154,protein_coding,IGSF21
gene,ENSG00000280222,TEC,ENSG00000280222
gene,ENSG00000230035,lncRNA,IGSF21-AS1
gene,ENSG00000225387,lncRNA,ENSG00000225387
gene,ENSG00000179023,protein_coding,KLHDC7A
gene,ENSG00000235282,processed_pseudogene,DYNLL1P3
gene,ENSG00000225478,processed_pseudogene,ENSG00000225478
gene,ENSG00000009709,protein_coding,PAX7
gene,ENSG00000179002,protein_coding,TAS1R2
gene,ENSG00000159423,protein_coding,ALDH4A1
gene,ENSG00000265606,miRNA,MIR4695
gene,ENSG00000221662,miRNA,MIR1290
gene,ENSG00000169991,protein_coding,IFFO2
gene,ENSG00000272084,lncRNA,ENSG00000272084
gene,ENSG00000127481,protein_coding,UBR4
gene,ENSG00000230424,lncRNA,EMC1-AS1
gene,ENSG00000127463,protein_coding,EMC1
gene,ENSG00000053372,protein_coding,MRTO4
gene,ENSG00000286064,unprocessed_pseudogene,ENSG00000286064
gene,ENSG00000211454,protein_coding,AKR7L
gene,ENSG00000162482,protein_coding,AKR7A3
gene,ENSG00000270728,processed_pseudogene,ENSG00000270728
gene,ENSG00000053371,protein_coding,AKR7A2
gene,ENSG00000200403,snRNA,RNU6-1099P
gene,ENSG00000040487,protein_coding,SLC66A1
gene,ENSG00000077549,protein_coding,CAPZB
gene,ENSG00000240490,misc_RNA,RN7SL277P
gene,ENSG00000173436,protein_coding,MICOS10
gene,ENSG00000201609,snRNA,RNU4-28P
gene,ENSG00000235185,lncRNA,MICOS10-DT
gene,ENSG00000158747,protein_coding,NBL1
gene,ENSG00000270136,protein_coding,MICOS10-NBL1
gene,ENSG00000226396,processed_pseudogene,ENSG00000226396
gene,ENSG00000158748,protein_coding,HTR6
gene,ENSG00000162542,protein_coding,TMCO4
gene,ENSG00000178828,protein_coding,RNF186
gene,ENSG00000235434,lncRNA,RNF186-AS1
gene,ENSG00000169914,protein_coding,OTUD3
gene,ENSG00000188784,protein_coding,PLA2G2E
gene,ENSG00000242688,misc_RNA,RN7SL304P
gene,ENSG00000188257,protein_coding,PLA2G2A
gene,ENSG00000127472,protein_coding,PLA2G5
gene,ENSG00000117215,protein_coding,PLA2G2D
gene,ENSG00000158786,protein_coding,PLA2G2F
gene,ENSG00000227066,lncRNA,ENSG00000227066
gene,ENSG00000187980,protein_coding,PLA2G2C
gene,ENSG00000162543,protein_coding,UBXN10
gene,ENSG00000228105,lncRNA,LINC01757
gene,ENSG00000284710,lncRNA,ENSG00000284710
gene,ENSG00000158816,protein_coding,VWA5B1
gene,ENSG00000226664,lncRNA,ENSG00000226664
gene,ENSG00000236963,lncRNA,LINC01141
gene,ENSG00000226487,lncRNA,ENSG00000226487
gene,ENSG00000284641,lncRNA,ENSG00000284641
gene,ENSG00000284743,lncRNA,ENSG00000284743
gene,ENSG00000162545,protein_coding,CAMK2N1
gene,ENSG00000289402,lncRNA,ENSG00000289402
gene,ENSG00000090432,protein_coding,MUL1
gene,ENSG00000215520,processed_pseudogene,RPS4XP4
gene,ENSG00000183114,protein_coding,FAM43B
gene,ENSG00000158825,protein_coding,CDA
gene,ENSG00000158828,protein_coding,PINK1
gene,ENSG00000284005,miRNA,MIR6084
gene,ENSG00000117242,lncRNA,PINK1-AS
gene,ENSG00000244038,protein_coding,DDOST
gene,ENSG00000117245,protein_coding,KIF17
gene,ENSG00000235432,unprocessed_pseudogene,ENSG00000235432
gene,ENSG00000189410,protein_coding,SH2D5
gene,ENSG00000233069,lncRNA,ENSG00000233069
gene,ENSG00000127483,protein_coding,HP1BP3
gene,ENSG00000075151,protein_coding,EIF4G3
gene,ENSG00000251914,snRNA,RNU7-200P
gene,ENSG00000221808,miRNA,MIR1256
gene,ENSG00000233072,processed_pseudogene,RPS15AP6
gene,ENSG00000236073,processed_pseudogene,ENSG00000236073
gene,ENSG00000235112,processed_pseudogene,HSPE1P27
gene,ENSG00000287192,lncRNA,ENSG00000287192
gene,ENSG00000117298,protein_coding,ECE1
gene,ENSG00000236936,lncRNA,ENSG00000236936
gene,ENSG00000231105,lncRNA,ECE1-AS1
gene,ENSG00000236216,processed_pseudogene,PPP1R11P1
gene,ENSG00000228823,unprocessed_pseudogene,PDE4DIPP10
gene,ENSG00000236009,lncRNA,ENSG00000236009
gene,ENSG00000227001,unprocessed_pseudogene,NBPF2P
gene,ENSG00000187952,processed_pseudogene,HS6ST1P1
gene,ENSG00000186543,unprocessed_pseudogene,CROCCP5
gene,ENSG00000142794,protein_coding,NBPF3
gene,ENSG00000176378,processed_pseudogene,PFN1P10
gene,ENSG00000162551,protein_coding,ALPL
gene,ENSG00000289715,protein_coding,ENSG00000289715
gene,ENSG00000233431,lncRNA,LINC02596
gene,ENSG00000076864,protein_coding,RAP1GAP
gene,ENSG00000090686,protein_coding,USP48
gene,ENSG00000231978,processed_pseudogene,ENSG00000231978
gene,ENSG00000187942,protein_coding,LDLRAD2
gene,ENSG00000142798,protein_coding,HSPG2
gene,ENSG00000232037,processed_pseudogene,ENSG00000232037
gene,ENSG00000283234,transcribed_unitary_pseudogene,ENSG00000283234
gene,ENSG00000219073,protein_coding,CELA3B
gene,ENSG00000285959,lncRNA,ENSG00000285959
gene,ENSG00000273610,misc_RNA,RN7SL386P
gene,ENSG00000201919,snRNA,RNU6-1022P
gene,ENSG00000142789,protein_coding,CELA3A
gene,ENSG00000278124,misc_RNA,RN7SL186P
gene,ENSG00000201273,snRNA,RNU6-776P
gene,ENSG00000228397,lncRNA,LINC01635
gene,ENSG00000218510,lncRNA,LINC00339
gene,ENSG00000289694,protein_coding,ENSG00000289694
gene,ENSG00000285752,lncRNA,CDC42-AS1
gene,ENSG00000285794,transcribed_processed_pseudogene,ENSG00000285794
gene,ENSG00000070831,protein_coding,CDC42
gene,ENSG00000230068,lncRNA,CDC42-IT1
gene,ENSG00000271428,processed_pseudogene,MPHOSPH6P1
gene,ENSG00000162552,protein_coding,WNT4
gene,ENSG00000285873,lncRNA,ENSG00000285873
gene,ENSG00000266564,miRNA,MIR4418
gene,ENSG00000234397,processed_pseudogene,PPIAP34
gene,ENSG00000279625,TEC,ENSG00000279625
gene,ENSG00000184677,protein_coding,ZBTB40
gene,ENSG00000237200,lncRNA,ZBTB40-IT1
gene,ENSG00000070886,protein_coding,EPHA8
gene,ENSG00000276835,miRNA,MIR6127
gene,ENSG00000173372,protein_coding,C1QA
gene,ENSG00000289692,protein_coding,ENSG00000289692
gene,ENSG00000159189,protein_coding,C1QC
gene,ENSG00000173369,protein_coding,C1QB
gene,ENSG00000133216,protein_coding,EPHB2
gene,ENSG00000265422,miRNA,MIR4684
gene,ENSG00000225952,lncRNA,ENSG00000225952
gene,ENSG00000264014,miRNA,MIR4253
gene,ENSG00000215906,protein_coding,LACTBL1
gene,ENSG00000227868,protein_coding,TEX46
gene,ENSG00000004487,protein_coding,KDM1A
gene,ENSG00000240553,lncRNA,ENSG00000240553
gene,ENSG00000263793,miRNA,MIR3115
gene,ENSG00000266802,miRNA,ENSG00000266802
gene,ENSG00000169641,protein_coding,LUZP1
gene,ENSG00000229010,processed_pseudogene,ENSG00000229010
gene,ENSG00000206935,snRNA,RNU6-514P
gene,ENSG00000252578,snRNA,RNU6-135P
gene,ENSG00000289014,lncRNA,ENSG00000289014
gene,ENSG00000179546,protein_coding,HTR1D
gene,ENSG00000215381,processed_pseudogene,ENSG00000215381
gene,ENSG00000261326,lncRNA,LINC01355
gene,ENSG00000284726,lncRNA,ENSG00000284726
gene,ENSG00000125944,protein_coding,HNRNPR
gene,ENSG00000125945,protein_coding,ZNF436
gene,ENSG00000249087,lncRNA,ZNF436-AS1
gene,ENSG00000271420,lncRNA,ENSG00000271420
gene,ENSG00000204219,protein_coding,TCEA3
gene,ENSG00000232482,processed_pseudogene,ENSG00000232482
gene,ENSG00000088280,protein_coding,ASAP3
gene,ENSG00000007968,protein_coding,E2F2
gene,ENSG00000235052,lncRNA,ENSG00000235052
gene,ENSG00000117318,protein_coding,ID3
gene,ENSG00000285802,lncRNA,ENSG00000285802
gene,ENSG00000197880,lncRNA,MDS2
gene,ENSG00000229239,unprocessed_pseudogene,EEF1A1P48
gene,ENSG00000142676,protein_coding,RPL11
gene,ENSG00000236810,lncRNA,ELOA-AS1
gene,ENSG00000011007,protein_coding,ELOA
gene,ENSG00000057757,protein_coding,PITHD1
gene,ENSG00000289835,lncRNA,ENSG00000289835
gene,ENSG00000011009,protein_coding,LYPLA2
gene,ENSG00000117308,protein_coding,GALE
gene,ENSG00000117305,protein_coding,HMGCL
gene,ENSG00000179163,protein_coding,FUCA1
gene,ENSG00000188822,protein_coding,CNR2
gene,ENSG00000229106,processed_pseudogene,BTBD6P1
gene,ENSG00000232557,lncRNA,ENSG00000232557
gene,ENSG00000264926,miRNA,MIR378F
gene,ENSG00000230228,processed_pseudogene,H3P1
gene,ENSG00000189266,protein_coding,PNRC2
gene,ENSG00000188529,protein_coding,SRSF10
gene,ENSG00000215905,processed_pseudogene,RPL36P5
gene,ENSG00000225315,lncRNA,ENSG00000225315
gene,ENSG00000142661,protein_coding,MYOM3
gene,ENSG00000230703,lncRNA,MYOM3-AS1
gene,ENSG00000142677,protein_coding,IL22RA1
gene,ENSG00000185436,protein_coding,IFNLR1
gene,ENSG00000158055,protein_coding,GRHL3
gene,ENSG00000230023,lncRNA,LINC02800
gene,ENSG00000232298,lncRNA,GRHL3-AS1
gene,ENSG00000001460,protein_coding,STPG1
gene,ENSG00000001461,protein_coding,NIPAL3
gene,ENSG00000288982,lncRNA,ENSG00000288982
gene,ENSG00000286061,lncRNA,RCAN3AS
gene,ENSG00000117602,protein_coding,RCAN3
gene,ENSG00000264443,lncRNA,NCMAP-DT
gene,ENSG00000184454,protein_coding,NCMAP
gene,ENSG00000227312,processed_pseudogene,ENSG00000227312
gene,ENSG00000133226,protein_coding,SRRM1
gene,ENSG00000284699,lncRNA,ENSG00000284699
gene,ENSG00000169504,protein_coding,CLIC4
gene,ENSG00000238482,snRNA,RNU6-1208P
gene,ENSG00000020633,protein_coding,RUNX3
gene,ENSG00000278034,miRNA,MIR6731
gene,ENSG00000229162,lncRNA,RUNX3-AS1
gene,ENSG00000261025,lncRNA,ENSG00000261025
gene,ENSG00000264371,miRNA,MIR4425
gene,ENSG00000285823,lncRNA,LINC02793
gene,ENSG00000233755,lncRNA,ENSG00000233755
gene,ENSG00000233419,processed_pseudogene,IFITM3P7
gene,ENSG00000231953,lncRNA,ENSG00000231953
gene,ENSG00000117614,protein_coding,SYF2
gene,ENSG00000284602,lncRNA,ENSG00000284602
gene,ENSG00000284657,lncRNA,ENSG00000284657
gene,ENSG00000117616,protein_coding,RSRP1
gene,ENSG00000272432,lncRNA,ENSG00000272432
gene,ENSG00000261349,unprocessed_pseudogene,ENSG00000261349
gene,ENSG00000187010,protein_coding,RHD
gene,ENSG00000224183,processed_pseudogene,SDHDP6
gene,ENSG00000259984,unprocessed_pseudogene,ENSG00000259984
gene,ENSG00000183726,protein_coding,TMEM50A
gene,ENSG00000188672,protein_coding,RHCE
gene,ENSG00000238084,processed_pseudogene,ENSG00000238084
gene,ENSG00000204178,protein_coding,MACO1
gene,ENSG00000157978,protein_coding,LDLRAP1
gene,ENSG00000225643,lncRNA,ENSG00000225643
gene,ENSG00000117643,protein_coding,MAN1C1
gene,ENSG00000233478,lncRNA,ENSG00000233478
gene,ENSG00000162430,protein_coding,SELENON
gene,ENSG00000255054,protein_coding,ENSG00000255054
gene,ENSG00000228172,lncRNA,ENSG00000228172
gene,ENSG00000117640,protein_coding,MTFR1L
gene,ENSG00000272478,lncRNA,ENSG00000272478
gene,ENSG00000127423,protein_coding,AUNIP
gene,ENSG00000236528,lncRNA,ENSG00000236528
gene,ENSG00000182749,protein_coding,PAQR7
gene,ENSG00000117632,protein_coding,STMN1
gene,ENSG00000229786,processed_pseudogene,SNRPFP2
gene,ENSG00000223624,processed_pseudogene,ENSG00000223624
gene,ENSG00000283938,miRNA,MIR3917
gene,ENSG00000158006,protein_coding,PAFAH2
gene,ENSG00000207237,snRNA,RNU6-110P
gene,ENSG00000252190,scaRNA,ENSG00000252190
gene,ENSG00000252691,scaRNA,ENSG00000252691
gene,ENSG00000158008,protein_coding,EXTL1
gene,ENSG00000158014,protein_coding,SLC30A2
gene,ENSG00000284309,lncRNA,ENSG00000284309
gene,ENSG00000158022,protein_coding,TRIM63
gene,ENSG00000175087,protein_coding,PDIK1L
gene,ENSG00000197245,protein_coding,FAM110D
gene,ENSG00000282872,protein_coding,C1orf232
gene,ENSG00000236782,protein_coding,ZNF593OS
gene,ENSG00000142684,protein_coding,ZNF593
gene,ENSG00000142675,protein_coding,CNKSR1
gene,ENSG00000188782,protein_coding,CATSPER4
gene,ENSG00000236155,transcribed_unitary_pseudogene,ZPLD2P
gene,ENSG00000278572,unprocessed_pseudogene,ENSG00000278572
gene,ENSG00000130695,protein_coding,CEP85
gene,ENSG00000270733,processed_pseudogene,ENSG00000270733
gene,ENSG00000142669,protein_coding,SH3BGRL3
gene,ENSG00000158062,protein_coding,UBXN11
gene,ENSG00000169442,protein_coding,CD52
gene,ENSG00000176092,protein_coding,CRYBG2
gene,ENSG00000225854,processed_pseudogene,ENSG00000225854
gene,ENSG00000176083,protein_coding,ZNF683
gene,ENSG00000131914,protein_coding,LIN28A
gene,ENSG00000117682,protein_coding,DHDDS
gene,ENSG00000223583,processed_pseudogene,ENSG00000223583
gene,ENSG00000225891,lncRNA,DHDDS-AS1
gene,ENSG00000198830,protein_coding,HMGN2
gene,ENSG00000224129,processed_pseudogene,DPPA2P2
gene,ENSG00000117676,protein_coding,RPS6KA1
gene,ENSG00000238705,miRNA,MIR1976
gene,ENSG00000243905,misc_RNA,RN7SL679P
gene,ENSG00000252429,snRNA,RNU7-29P
gene,ENSG00000289452,lncRNA,ENSG00000289452
gene,ENSG00000229247,processed_pseudogene,ENSG00000229247
gene,ENSG00000238316,snoRNA,ENSG00000238316
gene,ENSG00000235069,processed_pseudogene,ENSG00000235069
gene,ENSG00000260063,lncRNA,ENSG00000260063
gene,ENSG00000290006,lncRNA,ENSG00000290006
gene,ENSG00000117713,protein_coding,ARID1A
gene,ENSG00000060642,protein_coding,PIGV
gene,ENSG00000241188,misc_RNA,RN7SL165P
gene,ENSG00000287810,unprocessed_pseudogene,ENSG00000287810
gene,ENSG00000204160,protein_coding,ZDHHC18
gene,ENSG00000175793,protein_coding,SFN
gene,ENSG00000142751,protein_coding,GPN2
gene,ENSG00000226698,lncRNA,ENSG00000226698
gene,ENSG00000289554,lncRNA,ENSG00000289554
gene,ENSG00000198746,protein_coding,GPATCH3
gene,ENSG00000090273,protein_coding,NUDC
gene,ENSG00000131910,protein_coding,NR0B2
gene,ENSG00000175707,protein_coding,KDF1
gene,ENSG00000172746,unprocessed_pseudogene,RPL12P13
gene,ENSG00000224064,processed_pseudogene,RPL32P6
gene,ENSG00000225294,processed_pseudogene,OSTCP2
gene,ENSG00000253368,protein_coding,TRNP1
gene,ENSG00000158246,protein_coding,TENT5B
gene,ENSG00000090020,protein_coding,SLC9A1
gene,ENSG00000229985,processed_pseudogene,ENSG00000229985
gene,ENSG00000214973,processed_pseudogene,CHCHD3P3
gene,ENSG00000225159,processed_pseudogene,NPM1P39
gene,ENSG00000225990,processed_pseudogene,SNRPEP7
gene,ENSG00000224311,lncRNA,WDTC1-DT
gene,ENSG00000142784,protein_coding,WDTC1
gene,ENSG00000243659,processed_pseudogene,ENSG00000243659
gene,ENSG00000186501,protein_coding,TMEM222
gene,ENSG00000206888,snRNA,RNU6-48P
gene,ENSG00000241547,processed_pseudogene,ACTG1P20
gene,ENSG00000142765,protein_coding,SYTL1
gene,ENSG00000142733,protein_coding,MAP3K6
gene,ENSG00000142748,protein_coding,FCN3
gene,ENSG00000174950,protein_coding,CD164L2
gene,ENSG00000231207,processed_pseudogene,ENSG00000231207
gene,ENSG00000181773,protein_coding,GPR3
gene,ENSG00000158195,protein_coding,WASF2
gene,ENSG00000241169,lncRNA,ENSG00000241169
gene,ENSG00000237429,lncRNA,ENSG00000237429
gene,ENSG00000126705,protein_coding,AHDC1
gene,ENSG00000000938,protein_coding,FGR
gene,ENSG00000235912,processed_pseudogene,ENSG00000235912
gene,ENSG00000233975,lncRNA,LINC02574
gene,ENSG00000126709,protein_coding,IFI6
gene,ENSG00000225886,lncRNA,ENSG00000225886
gene,ENSG00000206767,snRNA,RNU6-949P
gene,ENSG00000226662,processed_pseudogene,CHMP1AP1
gene,ENSG00000207095,snRNA,RNU6-424P
gene,ENSG00000287244,lncRNA,ENSG00000287244
gene,ENSG00000009780,protein_coding,FAM76A
gene,ENSG00000231344,processed_pseudogene,ENSG00000231344
gene,ENSG00000230833,processed_pseudogene,RPEP3
gene,ENSG00000117758,protein_coding,STX12
gene,ENSG00000269971,lncRNA,ENSG00000269971
gene,ENSG00000270031,lncRNA,ENSG00000270031
gene,ENSG00000223062,snRNA,RNU6-1245P
gene,ENSG00000286433,lncRNA,ENSG00000286433
gene,ENSG00000117751,protein_coding,PPP1R8
gene,ENSG00000252947,scaRNA,SCARNA1
gene,ENSG00000130775,protein_coding,THEMIS2
gene,ENSG00000117748,protein_coding,RPA2
gene,ENSG00000130768,protein_coding,SMPDL3B
gene,ENSG00000227050,lncRNA,ENSG00000227050
gene,ENSG00000158156,protein_coding,XKR8
gene,ENSG00000158161,protein_coding,EYA3
gene,ENSG00000238231,processed_pseudogene,ENSG00000238231
gene,ENSG00000240750,misc_RNA,RN7SL559P
gene,ENSG00000228589,processed_pseudogene,SPCS2P4
gene,ENSG00000228943,processed_pseudogene,ENSG00000228943
gene,ENSG00000289576,lncRNA,ENSG00000289576
gene,ENSG00000214812,processed_pseudogene,ENSG00000214812
gene,ENSG00000253005,snRNA,RNU6-176P
gene,ENSG00000169403,protein_coding,PTAFR
gene,ENSG00000126698,protein_coding,DNAJC8
gene,ENSG00000290123,lncRNA,ENSG00000290123
gene,ENSG00000130770,protein_coding,ATP5IF1
gene,ENSG00000270605,lncRNA,ENSG00000270605
gene,ENSG00000271398,lncRNA,ENSG00000271398
gene,ENSG00000130766,protein_coding,SESN2
gene,ENSG00000130772,protein_coding,MED18
gene,ENSG00000204138,protein_coding,PHACTR4
gene,ENSG00000229820,processed_pseudogene,ENSG00000229820
gene,ENSG00000221216,snRNA,RNU6ATAC27P
gene,ENSG00000180198,protein_coding,RCC1
gene,ENSG00000242125,lncRNA,SNHG3
gene,ENSG00000274266,snoRNA,SNORA73A
gene,ENSG00000200087,snoRNA,SNORA73B
gene,ENSG00000231468,processed_pseudogene,PRDX3P2
gene,ENSG00000279443,TEC,ENSG00000279443
gene,ENSG00000180098,protein_coding,TRNAU1AP
gene,ENSG00000197989,lncRNA,SNHG12
gene,ENSG00000221539,snoRNA,SNORD99
gene,ENSG00000278274,snoRNA,SNORA61
gene,ENSG00000273544,snoRNA,SNORA44
gene,ENSG00000280498,snoRNA,SNORA16A
gene,ENSG00000120656,protein_coding,TAF12
gene,ENSG00000188060,protein_coding,RAB42
gene,ENSG00000229388,lncRNA,TAF12-DT
gene,ENSG00000270103,lncRNA,ENSG00000270103
gene,ENSG00000274978,snRNA,RNU11
gene,ENSG00000162419,protein_coding,GMEB1
gene,ENSG00000252777,scaRNA,ENSG00000252777
gene,ENSG00000289291,lncRNA,ENSG00000289291
gene,ENSG00000198492,protein_coding,YTHDF2
gene,ENSG00000116329,protein_coding,OPRD1
gene,ENSG00000233427,lncRNA,ENSG00000233427
gene,ENSG00000159023,protein_coding,EPB41
gene,ENSG00000225616,processed_pseudogene,ENSG00000225616
gene,ENSG00000277958,misc_RNA,Metazoa_SRP
gene,ENSG00000253304,protein_coding,TMEM200B
gene,ENSG00000225750,lncRNA,ENSG00000225750
gene,ENSG00000116350,protein_coding,SRSF4
gene,ENSG00000277916,misc_RNA,ENSG00000277916
gene,ENSG00000116353,protein_coding,MECR
gene,ENSG00000237934,lncRNA,ENSG00000237934
