type,gene_id,gene_type,gene_name,gene_start,gene_end
gene,ENSG00000231606,lncRNA,ENSG00000231606,14221887,14304445
gene,ENSG00000234593,lncRNA,KAZN-AS1,14338825,14419973
gene,ENSG00000287756,lncRNA,ENSG00000287756,14774469,14777727
gene,ENSG00000175147,lncRNA,TMEM51-AS1,15111815,15153618
gene,ENSG00000171729,protein_coding,TMEM51,15152532,15220478
gene,ENSG00000204464,lncRNA,TMEM51-AS2,15164344,15171317
gene,ENSG00000142621,protein_coding,FHAD1,15236521,15400283
gene,ENSG00000233485,lncRNA,FHAD1-AS1,15326680,15343876
gene,ENSG00000236045,lncRNA,ENSG00000236045,15334166,15335464
gene,ENSG00000228140,lncRNA,EFHD2-AS1,15402979,15409433
gene,ENSG00000142634,protein_coding,EFHD2,15409888,15430339
gene,ENSG00000162438,protein_coding,CTRC,15438442,15449242
gene,ENSG00000142615,protein_coding,CELA2A,15456728,15472091
gene,ENSG00000215704,protein_coding,CELA2B,15465909,15491395
gene,ENSG00000132906,protein_coding,CASP9,15490832,15526534
gene,ENSG00000116138,protein_coding,DNAJC16,15526813,15592379
gene,ENSG00000251866,scaRNA,SCARNA21B,15542165,15542304
gene,ENSG00000272510,lncRNA,ENSG00000272510,15565611,15565956
gene,ENSG00000116771,protein_coding,AGMAT,15571699,15585051
gene,ENSG00000237301,lncRNA,ENSG00000237301,15586136,15603626
gene,ENSG00000252417,snRNA,RNU7-179P,15608078,15608145
gene,ENSG00000197312,protein_coding,DDI2,15617458,15669044
gene,ENSG00000215695,protein_coding,RSC1A1,15659713,15662033
gene,ENSG00000271742,lncRNA,ENSG00000271742,15682873,15683128
gene,ENSG00000116786,protein_coding,PLEKHM2,15684320,15734769
gene,ENSG00000237938,lncRNA,ENSG00000237938,15720312,15736896
gene,ENSG00000162461,protein_coding,SLC25A34,15736258,15741392
gene,ENSG00000224459,lncRNA,SLC25A34-AS1,15740048,15749896
gene,ENSG00000162460,protein_coding,TMEM82,15742499,15747982
gene,ENSG00000162458,protein_coding,FBLIM1,15756607,15786594
gene,ENSG00000233954,protein_coding,UQCRHL,15807169,15809348
gene,ENSG00000179743,lncRNA,SPEN-AS1,15834474,15848147
gene,ENSG00000065526,protein_coding,SPEN,15836095,15940456
gene,ENSG00000116809,protein_coding,ZBTB17,15941869,15976132
gene,ENSG00000183888,protein_coding,SRARP,16004236,16008807
gene,ENSG00000233078,lncRNA,ENSG00000233078,16006160,16006671
gene,ENSG00000173641,protein_coding,HSPB7,16014028,16019594
gene,ENSG00000186510,protein_coding,CLCNKA,16018875,16034050
gene,ENSG00000184908,protein_coding,CLCNKB,16040252,16057311
gene,ENSG00000185519,protein_coding,FAM131C,16057769,16073651
gene,ENSG00000142627,protein_coding,EPHA2,16124337,16156069
gene,ENSG00000227959,lncRNA,EPHA2-AS1,16155176,16158148
gene,ENSG00000224621,lncRNA,ENSG00000224621,16159266,16161883
gene,ENSG00000234166,lncRNA,ARHGEF19-AS1,16197854,16198357
gene,ENSG00000142632,protein_coding,ARHGEF19,16197854,16212652
gene,ENSG00000291077,lncRNA,ENSG00000291077,16215907,16217425
gene,ENSG00000288398,lncRNA,ENSG00000288398,16228674,16231335
gene,ENSG00000132881,protein_coding,CPLANE2,16231692,16237183
gene,ENSG00000037637,protein_coding,FBXO42,16246840,16352480
gene,ENSG00000055070,protein_coding,SZRD1,16352575,16398145
gene,ENSG00000187144,protein_coding,SPATA21,16387117,16437424
gene,ENSG00000157191,protein_coding,NECAP2,16440721,16460078
gene,ENSG00000226029,lncRNA,LINC01772,16460948,16468481
gene,ENSG00000290842,lncRNA,CROCCP3,16467436,16499257
gene,ENSG00000206652,snRNA,RNU1-1,16514122,16514285
gene,ENSG00000261135,lncRNA,ENSG00000261135,16514645,16515754
gene,ENSG00000285853,lncRNA,ENSG00000285853,16515034,16521788
gene,ENSG00000224174,lncRNA,ENSG00000224174,16520694,16521796
gene,ENSG00000233421,lncRNA,LINC01783,16533886,16535649
gene,ENSG00000277344,snRNA,RNU1-6P,16534081,16534224
gene,ENSG00000219481,protein_coding,NBPF1,16562319,16613562
gene,ENSG00000271732,lncRNA,ENSG00000271732,16617391,16617729
gene,ENSG00000291072,lncRNA,CROCCP2,16618253,16644686
gene,ENSG00000282143,lncRNA,ENSG00000282143,16656879,16667524
gene,ENSG00000207513,snRNA,RNU1-3,16666785,16666948
gene,ENSG00000290849,lncRNA,ENSG00000290849,16687339,16692309
gene,ENSG00000279151,lncRNA,ENSG00000279151,16701546,16705594
gene,ENSG00000282740,lncRNA,ENSG00000282740,16739938,16750589
gene,ENSG00000058453,protein_coding,CROCC,16740273,16972964
gene,ENSG00000290850,lncRNA,ENSG00000290850,16740280,16750968
gene,ENSG00000207389,snRNA,RNU1-4,16740516,16740679
gene,ENSG00000290851,lncRNA,ENSG00000290851,16754910,16770237
gene,ENSG00000223643,lncRNA,ENSG00000223643,16851257,16853129
gene,ENSG00000263811,miRNA,MIR3675,16858949,16859021
gene,ENSG00000228549,lncRNA,ENSG00000228549,16870945,16883659
gene,ENSG00000277234,snRNA,RNU1-5P,16873708,16873851
gene,ENSG00000238142,lncRNA,ENSG00000238142,16887577,16889725
gene,ENSG00000207005,snRNA,RNU1-2,16895980,16896143
gene,ENSG00000272426,lncRNA,ENSG00000272426,16904339,16904776
gene,ENSG00000290122,lncRNA,ENSG00000290122,16905199,16905396
gene,ENSG00000117122,protein_coding,MFAP2,16974502,16980632
gene,ENSG00000286898,lncRNA,ENSG00000286898,16976302,16977792
gene,ENSG00000226526,lncRNA,ENSG00000226526,16978926,17005091
gene,ENSG00000159363,protein_coding,ATP13A2,16985958,17011928
gene,ENSG00000288636,protein_coding,ENSG00000288636,17005068,17011757
gene,ENSG00000117118,protein_coding,SDHB,17018722,17054032
gene,ENSG00000117115,protein_coding,PADI2,17066761,17119451
gene,ENSG00000204362,lncRNA,LINC02783,17189783,17197617
gene,ENSG00000282843,lncRNA,ENSG00000282843,17193232,17201733
gene,ENSG00000142623,protein_coding,PADI1,17205128,17246007
gene,ENSG00000142619,protein_coding,PADI3,17249098,17284233
gene,ENSG00000266634,miRNA,MIR3972,17277889,17277975
gene,ENSG00000159339,protein_coding,PADI4,17308195,17364004
gene,ENSG00000276747,protein_coding,PADI6,17372196,17401699
gene,ENSG00000227751,lncRNA,RCC2-AS1,17406760,17407382
gene,ENSG00000179051,protein_coding,RCC2,17406760,17439677
gene,ENSG00000290096,lncRNA,ENSG00000290096,17439186,17439328
gene,ENSG00000074964,protein_coding,ARHGEF10L,17539698,17697874
gene,ENSG00000236648,lncRNA,LINC02810,17717625,17749978
gene,ENSG00000117148,protein_coding,ACTL8,17755333,17827063
gene,ENSG00000284653,lncRNA,ENSG00000284653,18015712,18045612
gene,ENSG00000261781,lncRNA,LINC01654,18065657,18074412
gene,ENSG00000117154,protein_coding,IGSF21,18107798,18378483
gene,ENSG00000280222,TEC,ENSG00000280222,18109389,18115861
gene,ENSG00000230035,lncRNA,IGSF21-AS1,18166929,18179346
gene,ENSG00000225387,lncRNA,ENSG00000225387,18385829,18388514
gene,ENSG00000179023,protein_coding,KLHDC7A,18480930,18485974
gene,ENSG00000009709,protein_coding,PAX7,18630846,18748866
gene,ENSG00000179002,protein_coding,TAS1R2,18839599,18859660
gene,ENSG00000159423,protein_coding,ALDH4A1,18871430,18902724
gene,ENSG00000265606,miRNA,MIR4695,18883202,18883275
gene,ENSG00000221662,miRNA,MIR1290,18897071,18897148
gene,ENSG00000169991,protein_coding,IFFO2,18904280,18956676
gene,ENSG00000272084,lncRNA,ENSG00000272084,19072110,19075511
gene,ENSG00000127481,protein_coding,UBR4,19074510,19210266
gene,ENSG00000230424,lncRNA,EMC1-AS1,19210348,19240709
gene,ENSG00000127463,protein_coding,EMC1,19215660,19251552
gene,ENSG00000053372,protein_coding,MRTO4,19251805,19260128
gene,ENSG00000211454,protein_coding,AKR7L,19265982,19274194
gene,ENSG00000162482,protein_coding,AKR7A3,19282573,19288770
gene,ENSG00000053371,protein_coding,AKR7A2,19303965,19312144
gene,ENSG00000200403,snRNA,RNU6-1099P,19305076,19305182
gene,ENSG00000040487,protein_coding,SLC66A1,19312326,19329300
gene,ENSG00000077549,protein_coding,CAPZB,19338775,19485539
gene,ENSG00000240490,misc_RNA,RN7SL277P,19424384,19424671
gene,ENSG00000173436,protein_coding,MICOS10,19484403,19629821
gene,ENSG00000201609,snRNA,RNU4-28P,19510593,19510733
gene,ENSG00000235185,lncRNA,MICOS10-DT,19591802,19596832
gene,ENSG00000158747,protein_coding,NBL1,19596979,19658456
gene,ENSG00000270136,protein_coding,MICOS10-NBL1,19597067,19656927
gene,ENSG00000158748,protein_coding,HTR6,19664875,19680966
gene,ENSG00000162542,protein_coding,TMCO4,19682240,19799945
gene,ENSG00000178828,protein_coding,RNF186,19814029,19815283
gene,ENSG00000235434,lncRNA,RNF186-AS1,19814367,19819502
gene,ENSG00000169914,protein_coding,OTUD3,19882395,19912945
gene,ENSG00000188784,protein_coding,PLA2G2E,19920009,19923617
gene,ENSG00000242688,misc_RNA,RN7SL304P,19970969,19971269
gene,ENSG00000188257,protein_coding,PLA2G2A,19975431,19980416
gene,ENSG00000127472,protein_coding,PLA2G5,20028179,20091911
gene,ENSG00000117215,protein_coding,PLA2G2D,20111939,20119566
gene,ENSG00000158786,protein_coding,PLA2G2F,20139323,20150381
gene,ENSG00000227066,lncRNA,ENSG00000227066,20154171,20160568
gene,ENSG00000187980,protein_coding,PLA2G2C,20161253,20186518
gene,ENSG00000162543,protein_coding,UBXN10,20186096,20196050
gene,ENSG00000228105,lncRNA,LINC01757,20243095,20244664
gene,ENSG00000284710,lncRNA,ENSG00000284710,20272018,20275005
gene,ENSG00000158816,protein_coding,VWA5B1,20290875,20359518
gene,ENSG00000226664,lncRNA,ENSG00000226664,20294211,20323187
gene,ENSG00000236963,lncRNA,LINC01141,20360579,20431234
gene,ENSG00000226487,lncRNA,ENSG00000226487,20412304,20413253
gene,ENSG00000284641,lncRNA,ENSG00000284641,20476222,20478937
gene,ENSG00000284743,lncRNA,ENSG00000284743,20478779,20480397
gene,ENSG00000162545,protein_coding,CAMK2N1,20482391,20486210
gene,ENSG00000289402,lncRNA,ENSG00000289402,20486358,20487405
gene,ENSG00000090432,protein_coding,MUL1,20499448,20508151
gene,ENSG00000183114,protein_coding,FAM43B,20552573,20555020
gene,ENSG00000158825,protein_coding,CDA,20589086,20618903
gene,ENSG00000158828,protein_coding,PINK1,20633458,20651511
gene,ENSG00000284005,miRNA,MIR6084,20633679,20633788
gene,ENSG00000117242,lncRNA,PINK1-AS,20642657,20652193
gene,ENSG00000244038,protein_coding,DDOST,20651767,20661544
gene,ENSG00000117245,protein_coding,KIF17,20664014,20718017
gene,ENSG00000189410,protein_coding,SH2D5,20719731,20732837
gene,ENSG00000233069,lncRNA,ENSG00000233069,20732880,20733952
gene,ENSG00000127483,protein_coding,HP1BP3,20740266,20787323
gene,ENSG00000075151,protein_coding,EIF4G3,20806292,21177285
gene,ENSG00000251914,snRNA,RNU7-200P,20841241,20841302
gene,ENSG00000221808,miRNA,MIR1256,20988314,20988432
gene,ENSG00000287192,lncRNA,ENSG00000287192,21177054,21178164
gene,ENSG00000117298,protein_coding,ECE1,21217247,21345572
gene,ENSG00000236936,lncRNA,ENSG00000236936,21266082,21267251
gene,ENSG00000231105,lncRNA,ECE1-AS1,21293290,21299874
gene,ENSG00000236009,lncRNA,ENSG00000236009,21415898,21417492
gene,ENSG00000142794,protein_coding,NBPF3,21440128,21485005
gene,ENSG00000162551,protein_coding,ALPL,21509397,21578410
gene,ENSG00000289715,protein_coding,ENSG00000289715,21547404,21554002
gene,ENSG00000233431,lncRNA,LINC02596,21586472,21591187
gene,ENSG00000076864,protein_coding,RAP1GAP,21596221,21669357
gene,ENSG00000090686,protein_coding,USP48,21678298,21783606
gene,ENSG00000187942,protein_coding,LDLRAD2,21812265,21825225
gene,ENSG00000142798,protein_coding,HSPG2,21822244,21937310
gene,ENSG00000219073,protein_coding,CELA3B,21977022,21998642
gene,ENSG00000285959,lncRNA,ENSG00000285959,21983606,22030617
gene,ENSG00000273610,misc_RNA,RN7SL386P,21987481,21987777
gene,ENSG00000201919,snRNA,RNU6-1022P,21987816,21987919
gene,ENSG00000142789,protein_coding,CELA3A,22001657,22012542
gene,ENSG00000278124,misc_RNA,RN7SL186P,22010650,22010946
gene,ENSG00000201273,snRNA,RNU6-776P,22010985,22011088
gene,ENSG00000228397,lncRNA,LINC01635,22023990,22026048
gene,ENSG00000218510,lncRNA,LINC00339,22024558,22031223
gene,ENSG00000289694,protein_coding,ENSG00000289694,22025142,22092943
gene,ENSG00000285752,lncRNA,CDC42-AS1,22028317,22052927
gene,ENSG00000070831,protein_coding,CDC42,22052627,22101360
gene,ENSG00000230068,lncRNA,CDC42-IT1,22059197,22064199
gene,ENSG00000162552,protein_coding,WNT4,22117313,22143969
gene,ENSG00000285873,lncRNA,ENSG00000285873,22142850,22157401
gene,ENSG00000266564,miRNA,MIR4418,22266239,22266300
gene,ENSG00000279625,TEC,ENSG00000279625,22364630,22366482
gene,ENSG00000184677,protein_coding,ZBTB40,22428838,22531157
gene,ENSG00000237200,lncRNA,ZBTB40-IT1,22517474,22519708
gene,ENSG00000070886,protein_coding,EPHA8,22563489,22603595
gene,ENSG00000276835,miRNA,MIR6127,22633258,22633366
gene,ENSG00000173372,protein_coding,C1QA,22635077,22639678
gene,ENSG00000289692,protein_coding,ENSG00000289692,22636506,22644067
gene,ENSG00000159189,protein_coding,C1QC,22643014,22648110
gene,ENSG00000173369,protein_coding,C1QB,22652762,22661637
gene,ENSG00000133216,protein_coding,EPHB2,22710839,22921500
gene,ENSG00000265422,miRNA,MIR4684,22719517,22719598
gene,ENSG00000225952,lncRNA,ENSG00000225952,22835713,22836849
gene,ENSG00000264014,miRNA,MIR4253,22863159,22863226
gene,ENSG00000215906,protein_coding,LACTBL1,22953043,22972866
gene,ENSG00000227868,protein_coding,TEX46,23010834,23019100
gene,ENSG00000004487,protein_coding,KDM1A,23019443,23083689
gene,ENSG00000240553,lncRNA,ENSG00000240553,23020147,23088058
gene,ENSG00000263793,miRNA,MIR3115,23044305,23044372
gene,ENSG00000266802,miRNA,ENSG00000266802,23057858,23057934
gene,ENSG00000169641,protein_coding,LUZP1,23084030,23177808
gene,ENSG00000206935,snRNA,RNU6-514P,23162704,23162810
gene,ENSG00000252578,snRNA,RNU6-135P,23163953,23164053
gene,ENSG00000289014,lncRNA,ENSG00000289014,23167098,23167889
gene,ENSG00000179546,protein_coding,HTR1D,23191895,23217502
gene,ENSG00000261326,lncRNA,LINC01355,23281307,23287488
gene,ENSG00000284726,lncRNA,ENSG00000284726,23297797,23302866
gene,ENSG00000125944,protein_coding,HNRNPR,23303771,23344336
gene,ENSG00000125945,protein_coding,ZNF436,23359448,23369836
gene,ENSG00000249087,lncRNA,ZNF436-AS1,23368939,23371839
gene,ENSG00000271420,lncRNA,ENSG00000271420,23378380,23379029
gene,ENSG00000204219,protein_coding,TCEA3,23380909,23424748
gene,ENSG00000088280,protein_coding,ASAP3,23428563,23484568
gene,ENSG00000007968,protein_coding,E2F2,23506438,23531233
gene,ENSG00000235052,lncRNA,ENSG00000235052,23549139,23550915
gene,ENSG00000117318,protein_coding,ID3,23557926,23559501
gene,ENSG00000285802,lncRNA,ENSG00000285802,23576436,23593621
gene,ENSG00000197880,lncRNA,MDS2,23581495,23640568
gene,ENSG00000142676,protein_coding,RPL11,23691742,23696835
gene,ENSG00000236810,lncRNA,ELOA-AS1,23706901,23778325
gene,ENSG00000011007,protein_coding,ELOA,23743448,23762059
gene,ENSG00000057757,protein_coding,PITHD1,23778418,23788232
gene,ENSG00000289835,lncRNA,ENSG00000289835,23790609,23793558
gene,ENSG00000011009,protein_coding,LYPLA2,23791145,23795539
gene,ENSG00000117308,protein_coding,GALE,23795599,23800781
gene,ENSG00000117305,protein_coding,HMGCL,23801885,23838620
gene,ENSG00000179163,protein_coding,FUCA1,23845077,23868290
gene,ENSG00000188822,protein_coding,CNR2,23870515,23913362
gene,ENSG00000232557,lncRNA,ENSG00000232557,23907111,23907885
gene,ENSG00000264926,miRNA,MIR378F,23929070,23929147
gene,ENSG00000189266,protein_coding,PNRC2,23956839,23963462
gene,ENSG00000188529,protein_coding,SRSF10,23964347,23980927
gene,ENSG00000225315,lncRNA,ENSG00000225315,24040835,24086799
gene,ENSG00000142661,protein_coding,MYOM3,24056035,24112135
gene,ENSG00000230703,lncRNA,MYOM3-AS1,24066774,24083565
gene,ENSG00000142677,protein_coding,IL22RA1,24119771,24143140
gene,ENSG00000185436,protein_coding,IFNLR1,24154168,24187959
gene,ENSG00000158055,protein_coding,GRHL3,24199558,24364482
gene,ENSG00000230023,lncRNA,LINC02800,24200240,24211693
gene,ENSG00000232298,lncRNA,GRHL3-AS1,24307556,24321901
gene,ENSG00000001460,protein_coding,STPG1,24356999,24416934
gene,ENSG00000001461,protein_coding,NIPAL3,24415802,24472976
gene,ENSG00000288982,lncRNA,ENSG00000288982,24476362,24476739
gene,ENSG00000286061,lncRNA,RCAN3AS,24496254,24535400
gene,ENSG00000117602,protein_coding,RCAN3,24502351,24541040
gene,ENSG00000264443,lncRNA,NCMAP-DT,24538802,24556024
gene,ENSG00000184454,protein_coding,NCMAP,24556087,24609328
gene,ENSG00000133226,protein_coding,SRRM1,24631716,24673281
gene,ENSG00000284699,lncRNA,ENSG00000284699,24704894,24717596
gene,ENSG00000169504,protein_coding,CLIC4,24745382,24844321
gene,ENSG00000238482,snRNA,RNU6-1208P,24777873,24777979
gene,ENSG00000020633,protein_coding,RUNX3,24899511,24965121
gene,ENSG00000278034,miRNA,MIR6731,24919345,24919416
gene,ENSG00000229162,lncRNA,RUNX3-AS1,24961345,24963097
gene,ENSG00000261025,lncRNA,ENSG00000261025,24968423,24970865
gene,ENSG00000264371,miRNA,MIR4425,25023503,25023586
gene,ENSG00000285823,lncRNA,LINC02793,25041136,25047404
gene,ENSG00000233755,lncRNA,ENSG00000233755,25043707,25113120
gene,ENSG00000231953,lncRNA,ENSG00000231953,25208139,25209437
gene,ENSG00000117614,protein_coding,SYF2,25222276,25232502
gene,ENSG00000284602,lncRNA,ENSG00000284602,25232586,25234775
gene,ENSG00000284657,lncRNA,ENSG00000284657,25239494,25240253
gene,ENSG00000117616,protein_coding,RSRP1,25242249,25338213
gene,ENSG00000272432,lncRNA,ENSG00000272432,25247837,25248321
gene,ENSG00000187010,protein_coding,RHD,25272393,25330445
gene,ENSG00000183726,protein_coding,TMEM50A,25338317,25362361
gene,ENSG00000188672,protein_coding,RHCE,25362249,25430192
gene,ENSG00000204178,protein_coding,MACO1,25430858,25500209
gene,ENSG00000157978,protein_coding,LDLRAP1,25543606,25568886
gene,ENSG00000225643,lncRNA,ENSG00000225643,25581478,25590356
gene,ENSG00000117643,protein_coding,MAN1C1,25616791,25786206
gene,ENSG00000233478,lncRNA,ENSG00000233478,25644544,25659111
gene,ENSG00000162430,protein_coding,SELENON,25800193,25818221
gene,ENSG00000255054,protein_coding,ENSG00000255054,25811470,25823744
gene,ENSG00000228172,lncRNA,ENSG00000228172,25816749,25820797
gene,ENSG00000117640,protein_coding,MTFR1L,25818640,25832942
gene,ENSG00000272478,lncRNA,ENSG00000272478,25831913,25832134
gene,ENSG00000127423,protein_coding,AUNIP,25831913,25859458
gene,ENSG00000236528,lncRNA,ENSG00000236528,25859580,25863420
gene,ENSG00000182749,protein_coding,PAQR7,25861484,25875708
gene,ENSG00000117632,protein_coding,STMN1,25884181,25906991
gene,ENSG00000283938,miRNA,MIR3917,25906362,25906454
gene,ENSG00000158006,protein_coding,PAFAH2,25959767,25998117
gene,ENSG00000207237,snRNA,RNU6-110P,25964197,25964300
gene,ENSG00000252190,scaRNA,ENSG00000252190,26006006,26006130
gene,ENSG00000252691,scaRNA,ENSG00000252691,26006216,26006299
gene,ENSG00000158008,protein_coding,EXTL1,26019884,26036464
gene,ENSG00000158014,protein_coding,SLC30A2,26037252,26046118
gene,ENSG00000284309,lncRNA,ENSG00000284309,26046665,26049099
gene,ENSG00000158022,protein_coding,TRIM63,26051301,26068436
gene,ENSG00000175087,protein_coding,PDIK1L,26111165,26125555
gene,ENSG00000197245,protein_coding,FAM110D,26159079,26163962
gene,ENSG00000282872,protein_coding,C1orf232,26164101,26168963
gene,ENSG00000236782,protein_coding,ZNF593OS,26169516,26171832
gene,ENSG00000142684,protein_coding,ZNF593,26169908,26170873
gene,ENSG00000142675,protein_coding,CNKSR1,26177484,26189884
gene,ENSG00000188782,protein_coding,CATSPER4,26190561,26202968
gene,ENSG00000130695,protein_coding,CEP85,26234200,26278808
gene,ENSG00000142669,protein_coding,SH3BGRL3,26280086,26281522
gene,ENSG00000158062,protein_coding,UBXN11,26281328,26318363
gene,ENSG00000169442,protein_coding,CD52,26317958,26320523
gene,ENSG00000176092,protein_coding,CRYBG2,26321698,26360080
gene,ENSG00000176083,protein_coding,ZNF683,26361634,26374522
gene,ENSG00000131914,protein_coding,LIN28A,26410817,26429728
gene,ENSG00000117682,protein_coding,DHDDS,26432282,26471306
gene,ENSG00000225891,lncRNA,DHDDS-AS1,26462756,26468014
gene,ENSG00000198830,protein_coding,HMGN2,26472440,26476642
gene,ENSG00000117676,protein_coding,RPS6KA1,26529761,26575030
gene,ENSG00000238705,miRNA,MIR1976,26554542,26554593
gene,ENSG00000243905,misc_RNA,RN7SL679P,26593243,26593546
gene,ENSG00000252429,snRNA,RNU7-29P,26602369,26602432
gene,ENSG00000289452,lncRNA,ENSG00000289452,26620707,26620910
gene,ENSG00000238316,snoRNA,ENSG00000238316,26642286,26642389
gene,ENSG00000260063,lncRNA,ENSG00000260063,26692132,26694131
gene,ENSG00000290006,lncRNA,ENSG00000290006,26692586,26693046
gene,ENSG00000117713,protein_coding,ARID1A,26693236,26782104
gene,ENSG00000060642,protein_coding,PIGV,26787054,26800659
gene,ENSG00000241188,misc_RNA,RN7SL165P,26814822,26815112
gene,ENSG00000204160,protein_coding,ZDHHC18,26826688,26857604
gene,ENSG00000175793,protein_coding,SFN,26863149,26864456
gene,ENSG00000142751,protein_coding,GPN2,26876132,26890283
gene,ENSG00000226698,lncRNA,ENSG00000226698,26876133,26878245
gene,ENSG00000289554,lncRNA,ENSG00000289554,26881109,26882235
gene,ENSG00000198746,protein_coding,GPATCH3,26890488,26900467
gene,ENSG00000090273,protein_coding,NUDC,26900238,26946871
gene,ENSG00000131910,protein_coding,NR0B2,26911489,26913975
gene,ENSG00000175707,protein_coding,KDF1,26949562,26960468
gene,ENSG00000253368,protein_coding,TRNP1,26993692,27000886
